id,name,url,note
0999555,"zoom_0","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-adc61c86-fe38-410c-a8b1-9b3d1499c144_processed.mp4",
0999550,"Film-06-FilmasArt-720","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-43a763bf-e1c0-41ce-a042-544ac1297948_processed.mp4",
0999539,"GEO 106 Human Geography Check-In-20200413 1802-1","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-59c4524c-c945-4c54-973d-822c26a7085d_processed.mp4",
0999537,"Film-05-DirectorAuteur-720","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-0e1e6e0a-87e4-4c00-a399-706d4b561569_processed.mp4",
0999533,"CHA CHA - BADE","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-18f58043-8aa3-446a-81c2-ba443bf832bc_processed.mp4",
0999529,"Ch 12 pt4 Cog Dev MC (Intelligence)","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-32e35e85-a110-4684-80eb-a543ba6a823f_processed.mp4",
0999528,"building an argument addendum","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-31b54314-8ac1-48ec-917d-7c03a7728e48_processed.mp4",
0999527,"Canvas Gradebook Demo","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-ee6f0b92-fd79-4b24-8f02-94cd2f29672f_processed.mp4",
0999521,"LinAlg Class - Tuesday April 14","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-df2e8a9f-5f52-4498-abb2-0410927d9a02_processed.mp4",
0999517,"building an argument","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-06c24f99-5f24-41b2-88e2-eaa87f387af6_processed.mp4",
0999512,"20200414_Part_2","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-aa71b9f5-a01c-4913-b7fe-bb97f8d7565d_processed.mp4",
0999508,"Life at 7 Finding Your Tribe Wyatt ","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-d3c7c239-e870-41f0-b4db-5f2b2aaa1d0c_processed.mp4",
0999507,"Film-04-DrCaligari-720","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-9e0cb1a8-1181-4461-8a18-a05b178c6fd0_processed.mp4",
0999496,"ACF Mod 9 Section 3","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-63b83aac-45d6-4efc-8ee7-3095e742d91b_processed.mp4",
0999487,"20200414_Part_1","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-73f38b22-7b49-4026-93e0-8030553f4c3f_processed.mp4",
0999485,"Life at 7 Finding Your Tribe Anastasia","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-9a702e44-d735-45b7-a90f-7723e2debb4d_processed.mp4",
0999482,"Week 1 Introduction","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-fd95b49c-7092-4ba7-b35d-7be2f9793173_processed.mp4",
0999480,"2.3 Notes","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-18cfe50f-4445-4d91-bded-a1f1781054ab_processed.mp4",
0999475,"Section 10.3","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-86ecb9f4-1d2e-48be-a7cf-579fc60803ad_processed.mp4",
0999467,"ProbLang 5","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-00f910c3-852d-4eed-83f5-43d89cfeb022_processed.mp4",
0999460,"S&G Q&A 414","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-afe79ba9-bd6b-4e28-941b-cbd371db0d4b_processed.mp4",
0999459,"Film-03-Gertie-720","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-c08d8c0a-e204-4d13-b03e-d7f3c3ec4eef_processed.mp4",
0999442,"Film-01-TriptotheMoon-720","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-f73355ab-bcd8-47ca-bb2b-3d288dfdaba6_processed.mp4",
0999439,"Lecture 5 04132020","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-ae35b2f9-1789-4aca-89e7-4f1c9b87b92d_processed.mp4",
0999427,"20200414","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-09a1d2b2-bd20-4782-a379-02912b142099_processed.mp4",
0999425,"Film-01-Intro-Lumiere-720","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-1d5f29f0-f3a5-4997-a447-92b3f9d8ace4_processed.mp4",
0999420,"BUS 370 4-14-20","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-6fade8c8-9a32-44cc-9f84-470d7fca8fe4_processed.mp4",
0999414,"Finishing Strong in 301 - 4.14.2020 - Part 2","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-3c74b145-c8d2-430b-92d0-c9e0bdca3f37_processed.mp4",
0999411,"Jamie ","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-ac155017-0a6e-432c-a6cf-89f08e0b5db6_processed.mp4",
0999409,"2020 Spring - FIN 695 - Module 8.1","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-fd4b0691-85c5-40d9-9bba-a5a8b4b00770_processed.mp4",
0999408,"PPS895-001 4\/14","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-f130007b-6687-4bbe-8908-a7ebcd56cfec_processed.mp4",
0999399,"Ch 16. Part 4","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-2c86e909-24bd-496f-8954-557e566b626c_processed.mp4",
0999393,"Section 10.1-10.2","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-3b53b324-8211-4b72-88a1-7d9b9525983c_processed.mp4",
0999385,"GMT20200414-165900_PPS974-RX-_640x360","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-5f36106e-9b1a-4ced-bd38-443cb9af44ae_processed.mp4",
0999383,"ACF Mod 9 Section 2-2","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-6a6c7080-9147-453a-ad1a-40b856a57750_processed.mp4",
0999380,"Week 11 MD Overview","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-eb28fc41-4d7a-4255-8a96-e0f5ae3fc21e_processed.mp4",
0999369,"GMT20200413-160054_BIOL-127-M_1760x900","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-0829e8e4-e050-4eb7-8652-e8ae38351dd8_processed.mp4",
0999367,"CubeRoot2","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-9becb912-b51c-4e80-8819-335b4815db1b_processed.mp4",
0999366,"AIrdry Painting Demo Full","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-cb83f195-c2f7-47a6-a36b-9ae9c5fd7e40_processed.mp4",
0999364,"F-isomorphisms","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-0432ecf6-cb45-4e99-b86b-a9b271fadb3f_processed.mp4",
0999348,"Ch 16 Part 4_edited_edited_edited","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-2c86e909-24bd-496f-8954-557e566b626c_processed.mp4",
0999337,"zoom_April 14","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-5daff4fa-8a63-4895-b9b9-199b69affc94_processed.mp4",
0999330,"Summarizing","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-ee7d33eb-138a-453f-85c5-cce2f9c1ca20_processed.mp4",
0999329,"CS 115 Lecture 4-14","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-359aa8de-0377-4023-adb5-04e15e53945d_processed.mp4",
0999322,"LEC5-134-tr","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-327d2a28-706b-4374-986c-e95621f95d9b_processed.mp4",
0999316,"Maria Fernandez","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-93856fc9-61eb-412c-b21e-0597123f5e05_processed.mp4",
0999314,"Pale Blue Dot","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-3d8b9008-0b61-4921-b087-bad7b7d684c7_processed.mp4",
0999296,"Lecture-Speech 2130-04.14.20","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-6c594f82-167b-4801-ace8-b68f61a3e3a2_processed.mp4",
0999293,"zoom-Apr14-Ch9","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-25788407-f254-467a-9982-0298af5ec656_processed.mp4",
